,Time,Open,High,Low,Close,Volume,QuoteAssetVolume,NumberOfTrades,ID_Coin,Pt-1,Pt+1buyHigh,Pt+5c,Pt+10c,Time_human
750,1657688640000,0.34400000,0.347,0.34100000,0.347,82273.4,28301.10420000,119,VGXUSDT,0.343,0.349,0.372,0.388,2022-07-13 05:04:00
751,1657694040000,0.38100000,0.388,0.38000000,0.387,337285.0,129898.43140000,354,VGXUSDT,0.381,0.389,0.414,0.443,2022-07-13 06:34:00
752,1657695060000,0.42500000,0.437,0.42500000,0.431,835046.5,359460.10660000,712,VGXUSDT,0.424,0.435,0.457,0.473,2022-07-13 06:51:00
753,1657713600000,0.46900000,0.475,0.46800000,0.475,97654.6,46048.76650000,198,VGXUSDT,0.469,0.484,0.509,0.53,2022-07-13 12:00:00
754,1657717020000,0.50600000,0.515,0.50600000,0.515,161225.3,82223.71000000,326,VGXUSDT,0.506,0.528,0.54,0.563,2022-07-13 12:57:00
755,1657717800000,0.54400000,0.555,0.54000000,0.55,545070.6,298776.63770000,972,VGXUSDT,0.544,0.575,0.675,0.699,2022-07-13 13:10:00
756,1657718760000,0.69200000,0.703,0.68400000,0.7,744082.8,515363.53930000,1903,VGXUSDT,0.691,0.71,0.784,0.965,2022-07-13 13:26:00
757,1657722180000,0.70800000,0.737,0.70600000,0.737,676615.2,486155.88940000,1415,VGXUSDT,0.708,0.747,0.764,0.851,2022-07-13 14:23:00
758,1657754700000,0.56800000,0.573,0.56700000,0.573,72458.9,41318.26980000,122,VGXUSDT,0.567,0.576,0.588,0.616,2022-07-13 23:25:00
759,1657757580000,0.59900000,0.619,0.59900000,0.609,380513.6,232288.37280000,673,VGXUSDT,0.599,0.618,0.666,0.665,2022-07-14 00:13:00
760,1657767360000,0.63400000,0.649,0.63400000,0.644,76433.6,49118.58490000,242,VGXUSDT,0.635,0.649,0.67,0.699,2022-07-14 02:56:00
761,1658169840000,0.39500000,0.405,0.39500000,0.402,99418.4,39811.97200000,202,VGXUSDT,0.396,0.407,0.449,0.641,2022-07-18 18:44:00
762,1658173140000,0.53400000,0.548,0.53200000,0.548,284382.5,152945.81070000,551,VGXUSDT,0.534,0.551,0.564,0.608,2022-07-18 19:39:00
763,1658437140000,0.45800000,0.47,0.45800000,0.466,116888.9,54401.74780000,374,VGXUSDT,0.458,0.471,0.486,0.507,2022-07-21 20:59:00
764,1658710980000,0.44400000,0.452,0.44400000,0.449,143661.2,64542.66750000,194,VGXUSDT,0.444,0.453,0.473,0.484,2022-07-25 01:03:00
765,1660637520000,0.31700000,0.329,0.31700000,0.325,212377.6,68665.76690000,442,VGXUSDT,0.317,0.333,0.347,0.358,2022-08-16 08:12:00
766,1661454720000,0.30900000,0.329,0.30800000,0.325,348042.7,111087.84980000,736,VGXUSDT,0.311,0.328,0.359,0.366,2022-08-25 19:12:00
767,1661478660000,0.35900000,0.362,0.35800000,0.362,42060.0,15108.89040000,68,VGXUSDT,0.358,0.362,0.376,0.387,2022-08-26 01:51:00
768,1661507100000,0.47100000,0.487,0.47000000,0.48,382942.2,183935.17970000,548,VGXUSDT,0.471,0.488,0.499,0.524,2022-08-26 09:45:00
769,1661509380000,0.52800000,0.543,0.52700000,0.543,196572.6,105051.50320000,387,VGXUSDT,0.527,0.546,0.572,0.622,2022-08-26 10:23:00
770,1661515860000,0.57500000,0.583,0.57500000,0.582,82752.8,47887.61040000,191,VGXUSDT,0.575,0.59,0.61,0.626,2022-08-26 12:11:00
771,1661529120000,0.51700000,0.525,0.51700000,0.523,72313.3,37688.52260000,134,VGXUSDT,0.517,0.527,0.563,0.608,2022-08-26 15:52:00
772,1661531520000,0.59600000,0.614,0.59400000,0.604,178366.9,107713.24130000,401,VGXUSDT,0.595,0.624,0.65,0.69,2022-08-26 16:32:00
773,1661537340000,0.61700000,0.631,0.61700000,0.627,144642.8,90482.85050000,425,VGXUSDT,0.617,0.645,0.666,0.7,2022-08-26 18:09:00
774,1661571780000,0.62200000,0.636,0.62100000,0.631,105368.9,66351.12750000,216,VGXUSDT,0.622,0.632,0.668,0.68,2022-08-27 03:43:00
775,1661610420000,0.55700000,0.564,0.55600000,0.563,69649.5,39119.58930000,109,VGXUSDT,0.556,0.567,0.58,0.624,2022-08-27 14:27:00
776,1661792580000,0.47300000,0.485,0.47300000,0.485,171797.0,82085.33750000,372,VGXUSDT,0.473,0.488,0.5,0.525,2022-08-29 17:03:00
777,1662110160000,0.51500000,0.523,0.51500000,0.523,90298.5,46864.55460000,201,VGXUSDT,0.515,0.528,0.543,0.561,2022-09-02 09:16:00
778,1662436500000,0.60100000,0.611,0.60100000,0.609,115744.9,70306.21410000,295,VGXUSDT,0.601,0.619,0.642,0.676,2022-09-06 03:55:00
779,1662438360000,0.69100000,0.701,0.68900000,0.699,185953.2,129985.20860000,204,VGXUSDT,0.692,0.699,0.729,0.758,2022-09-06 04:26:00
780,1662453900000,0.82900000,0.848,0.82900000,0.845,291737.1,244253.98170000,563,VGXUSDT,0.829,0.848,0.869,0.926,2022-09-06 08:45:00
781,1662528480000,0.80700000,0.84,0.80600000,0.833,374936.3,309377.44830000,845,VGXUSDT,0.807,0.834,0.878,0.901,2022-09-07 05:28:00
782,1662535860000,1.00100000,1.025,1.00000000,1.018,307822.4,312546.73620000,739,VGXUSDT,1.003,1.028,1.075,1.124,2022-09-07 07:31:00
783,1662557700000,0.98200000,0.994,0.97900000,0.994,105525.5,104301.41590000,279,VGXUSDT,0.983,0.998,1.033,1.065,2022-09-07 13:35:00
784,1656602820000,0.00866000,0.0088,0.00865000,0.00877,771454.0,6738.79162000,60,AMPUSDT,0.00865,0.00883,0.00907,0.00946,2022-06-30 15:27:00
785,1656603420000,0.00927000,0.00949,0.00925000,0.00946,2579441.0,24300.72335000,169,AMPUSDT,0.00929,0.00949,0.00983,0.0108,2022-06-30 15:37:00
786,1656604440000,0.01197000,0.01248,0.01195000,0.01233,12566338.0,153587.63413000,843,AMPUSDT,0.01197,0.01269,0.01347,0.01391,2022-06-30 15:54:00
787,1656608640000,0.01239000,0.01286,0.01239000,0.01272,7604530.0,95936.83062000,422,AMPUSDT,0.01239,0.0129,0.01345,0.01378,2022-06-30 17:04:00
788,1656863940000,0.00904000,0.00924,0.00904000,0.00923,2745873.0,25139.25601000,143,AMPUSDT,0.00903,0.00923,0.00983,0.0102,2022-07-03 15:59:00
789,1656602220000,0.34100000,0.346,0.34100000,0.345,29340.98,10085.39110000,79,PLAUSDT,0.341,0.348,0.366,0.376,2022-06-30 15:17:00
790,1656626580000,0.46000000,0.469,0.45900000,0.467,65247.55,30310.58410000,137,PLAUSDT,0.461,0.469,0.542,0.567,2022-06-30 22:03:00
791,1656640620000,0.51200000,0.52,0.51100000,0.518,20310.5,10478.44193000,35,PLAUSDT,0.512,0.525,0.542,0.558,2022-07-01 01:57:00
792,1661688000000,0.36300000,0.367,0.36100000,0.367,60183.49,21838.39743000,36,PLAUSDT,0.363,0.367,0.38,0.444,2022-08-28 12:00:00
793,1655318280000,0.35900000,0.366,0.35900000,0.364,44243.32,16017.26272000,60,RNDRUSDT,0.357,0.364,0.375,0.388,2022-06-15 18:38:00
794,1655668800000,0.38900000,0.4,0.38900000,0.399,111784.85,44397.20039000,240,RNDRUSDT,0.389,0.4,0.43,0.516,2022-06-19 20:00:00
795,1655672280000,0.43500000,0.442,0.43100000,0.442,47159.98,20604.15077000,128,RNDRUSDT,0.434,0.446,0.457,0.473,2022-06-19 20:58:00
796,1657200240000,0.52600000,0.534,0.52600000,0.532,89302.87,47426.39333000,174,RNDRUSDT,0.526,0.539,0.553,0.573,2022-07-07 13:24:00
797,1659254340000,0.65600000,0.665,0.65600000,0.663,51026.26,33820.68011000,119,RNDRUSDT,0.655,0.664,0.701,0.8,2022-07-31 07:59:00
798,1661080980000,0.58600000,0.597,0.58600000,0.595,74718.65,44242.28009000,278,RNDRUSDT,0.586,0.597,0.617,0.643,2022-08-21 11:23:00
799,1655234640000,3.51000000,3.567,3.49100000,3.566,12519.24,44262.08067000,295,SANTOSUSDT,3.51,3.69,3.822,3.94,2022-06-14 19:24:00
800,1660499280000,5.23700000,5.336,5.23700000,5.335,19707.54,104471.87692000,406,SANTOSUSDT,5.248,5.38,5.527,5.752,2022-08-14 17:48:00
801,1660500300000,5.64000000,5.841,5.62100000,5.778,23404.5,134316.97013000,619,SANTOSUSDT,5.642,5.808,6.339,6.194,2022-08-14 18:05:00
802,1660682820000,5.68400000,5.796,5.67500000,5.795,10728.88,61362.30556000,331,SANTOSUSDT,5.686,5.849,6.125,6.3,2022-08-16 20:47:00
803,1660811280000,8.29000000,8.404,8.22900000,8.387,20615.42,171568.99057000,772,SANTOSUSDT,8.3,8.5,8.881,9.381,2022-08-18 08:28:00
804,1660813140000,9.32200000,9.47,9.29200000,9.445,14013.8,131344.95772000,640,SANTOSUSDT,9.321,9.463,9.725,10.418,2022-08-18 08:59:00
805,1660817760000,12.16700000,13.199,12.15500000,13.074,83042.68,1054446.20089000,3845,SANTOSUSDT,12.167,13.402,13.725,15.158,2022-08-18 10:16:00
806,1660828680000,13.98000000,14.253,13.98000000,14.212,16031.76,226896.06796000,739,SANTOSUSDT,13.963,14.4,15.0,15.43,2022-08-18 13:18:00
807,1660846920000,13.68300000,13.927,13.53200000,13.879,13071.4,178968.79601000,1138,SANTOSUSDT,13.684,13.971,14.355,14.951,2022-08-18 18:22:00
808,1660870800000,13.27600000,13.6,13.25700000,13.521,10124.56,135783.51523000,506,SANTOSUSDT,13.272,13.726,14.514,15.035,2022-08-19 01:00:00
809,1660877940000,15.88200000,16.309,15.85200000,16.294,27202.11,438331.84220000,1082,SANTOSUSDT,15.882,16.888,17.261,18.0,2022-08-19 02:59:00
810,1660906440000,13.81800000,14.167,13.61600000,14.101,18549.34,256905.10321000,925,SANTOSUSDT,13.854,14.27,14.558,15.687,2022-08-19 10:54:00
811,1660910580000,15.49300000,15.948,15.48400000,15.926,16466.01,259177.06358000,868,SANTOSUSDT,15.482,16.299,16.843,17.498,2022-08-19 12:03:00
812,1661054940000,12.38000000,12.87,12.30600000,12.697,17287.43,218119.91583000,687,SANTOSUSDT,12.377,12.774,13.245,13.919,2022-08-21 04:09:00
813,1656971760000,0.75400000,0.771,0.75400000,0.769,32764.81,25056.15924000,112,MCUSDT,0.757,0.782,0.852,0.852,2022-07-04 21:56:00
814,1659964020000,0.93500000,0.946,0.93500000,0.946,22090.67,20824.52824000,91,MCUSDT,0.934,0.952,1.15,1.036,2022-08-08 13:07:00
815,1661624160000,0.51400000,0.52,0.51300000,0.52,24995.49,12921.59541000,72,BICOUSDT,0.514,0.526,0.538,0.568,2022-08-27 18:16:00
816,1659336060000,0.59500000,0.603,0.59300000,0.602,53261.96,31910.87795000,161,FLUXUSDT,0.594,0.605,0.655,0.672,2022-08-01 06:41:00
817,1660117860000,0.72200000,0.737,0.72100000,0.734,55128.55,40245.29534000,279,FLUXUSDT,0.722,0.739,0.76,0.787,2022-08-10 07:51:00
818,1660119900000,0.80700000,0.82,0.80500000,0.816,20767.55,16833.18782000,144,FLUXUSDT,0.807,0.819,0.839,0.89,2022-08-10 08:25:00
819,1660315020000,0.88700000,0.905,0.88600000,0.901,31584.46,28357.80788000,169,FLUXUSDT,0.885,0.901,0.927,0.963,2022-08-12 14:37:00
820,1660353060000,1.02400000,1.043,1.02200000,1.034,110099.21,114057.84869000,441,FLUXUSDT,1.021,1.039,1.065,1.137,2022-08-13 01:11:00
821,1657789980000,0.33440000,0.3388,0.33440000,0.3388,47224.4,15884.56445000,56,VOXELUSDT,0.3344,0.3457,0.3583,0.388,2022-07-14 09:13:00
822,1659255360000,0.43310000,0.4381,0.43300000,0.438,80083.0,34926.43040000,186,VOXELUSDT,0.4331,0.4397,0.4554,0.4797,2022-07-31 08:16:00
823,1661763840000,0.27840000,0.2815,0.27810000,0.2815,119682.1,33526.83005000,170,VOXELUSDT,0.2784,0.2831,0.3048,0.3046,2022-08-29 09:04:00
824,1662357720000,0.29650000,0.3012,0.29650000,0.3012,107487.6,32195.34393000,138,VOXELUSDT,0.2971,0.3008,0.3191,0.3191,2022-09-05 06:02:00
825,1657763400000,1.46000000,1.47,1.45000000,1.47,11858.502,17411.80125000,48,HIGHUSDT,1.45,1.48,1.52,1.65,2022-07-14 01:50:00
826,1659093360000,2.18000000,2.26,2.16000000,2.24,57593.923,127461.91843000,327,HIGHUSDT,2.18,2.28,2.36,2.55,2022-07-29 11:16:00
827,1661764620000,1.42900000,1.448,1.42900000,1.448,22605.778,32544.50125500,148,HIGHUSDT,1.429,1.449,1.49,1.592,2022-08-29 09:17:00
828,1657051080000,5.51000000,5.65,5.49000000,5.62,20632.278,114905.83090000,375,CVXUSDT,5.51,5.74,6.0,6.12,2022-07-05 19:58:00
829,1655111340000,0.01718000,0.01737,0.01708000,0.01737,3991851.9,68670.65635700,143,PEOPLEUSDT,0.01717,0.01763,0.01857,0.01901,2022-06-13 09:09:00
830,1655113560000,0.01861000,0.019,0.01860000,0.01882,5707540.9,107305.79709400,401,PEOPLEUSDT,0.01861,0.01901,0.01959,0.02027,2022-06-13 09:46:00
831,1655318280000,0.02369000,0.02424,0.02369000,0.02423,21743326.6,522931.77544400,972,PEOPLEUSDT,0.02368,0.02427,0.02513,0.02587,2022-06-15 18:38:00
832,1655048460000,0.00469000,0.00476,0.00469000,0.00476,2154121.0,10175.89051000,67,OOKIUSDT,0.00468,0.00485,0.0057,0.00542,2022-06-12 15:41:00
833,1656076500000,0.00446000,0.0047,0.00446000,0.0046,33750482.0,154717.04813000,343,OOKIUSDT,0.00446,0.00468,0.0049,0.00497,2022-06-24 13:15:00
834,1656692460000,0.00439000,0.00447,0.00438000,0.00445,2912084.0,12868.39641000,110,OOKIUSDT,0.00438,0.00451,0.0047,0.00495,2022-07-01 16:21:00
835,1657147500000,0.00431000,0.00441,0.00431000,0.00437,9582163.0,41877.78275000,137,OOKIUSDT,0.00431,0.00441,0.00452,0.00498,2022-07-06 22:45:00
836,1658922420000,0.00472000,0.00518,0.00472000,0.00512,71038208.0,352093.86175000,851,OOKIUSDT,0.00472,0.00541,0.00675,0.01257,2022-07-27 11:47:00
837,1660325400000,0.00674000,0.0073,0.00670000,0.0073,73763053.0,520607.01051000,1782,OOKIUSDT,0.00674,0.0074,0.0078,0.00873,2022-08-12 17:30:00
838,1660378740000,0.00781000,0.00799,0.00779000,0.00799,11369533.0,89802.12290000,353,OOKIUSDT,0.00781,0.00798,0.00816,0.00853,2022-08-13 08:19:00
839,1655015580000,0.00069000,0.0007,0.00068000,0.0007,61535656.0,42481.09159000,99,SPELLUSDT,0.00069,0.0007,0.00073,0.00075,2022-06-12 06:33:00
840,1655022720000,0.00083000,0.00083,0.00082000,0.00083,1273196.0,1056.21374000,5,SPELLUSDT,0.00082,0.00083,0.00086,0.00089,2022-06-12 08:32:00
841,1655100060000,0.00084000,0.00085,0.00083000,0.00085,8446877.0,7128.93035000,37,SPELLUSDT,0.00084,0.00085,0.00088,0.00111,2022-06-13 06:01:00
842,1656218640000,0.00088000,0.00089,0.00088000,0.00089,3820506.0,3386.15823000,20,SPELLUSDT,0.00088,0.00089,0.00091,0.00099,2022-06-26 04:44:00
843,1656219540000,0.00097000,0.00097,0.00096000,0.00097,23405656.0,22673.25310000,141,SPELLUSDT,0.00096,0.00097,0.00101,0.00106,2022-06-26 04:59:00
844,1656537060000,0.00090990,0.0009258,0.00090780,0.0009225,39800707.0,36457.05193590,214,SPELLUSDT,0.0009099,0.000937,0.0011161,0.00114,2022-06-29 21:11:00
845,1657450620000,0.00099920,0.00101,0.00099860,0.00101,56812968.0,56953.25086930,222,SPELLUSDT,0.0009992,0.0010334,0.0011134,0.0011049,2022-07-10 10:57:00
846,1660592640000,0.00141650,0.0014327,0.00141630,0.0014309,21007123.0,29906.85455860,201,SPELLUSDT,0.0014165,0.001469,0.0015345,0.0015572,2022-08-15 19:44:00
847,1660594140000,0.00162540,0.0016533,0.00162130,0.001649,102695982.0,168412.36659790,867,SPELLUSDT,0.0016254,0.0016794,0.0017759,0.0018509,2022-08-15 20:09:00
848,1660850220000,0.00153380,0.0015773,0.00153300,0.0015682,39954413.0,62301.80873920,635,SPELLUSDT,0.0015356,0.0015784,0.0016709,0.0016988,2022-08-18 19:17:00
849,1660900560000,0.00139350,0.0014103,0.00139350,0.0014103,9469269.0,13286.56007850,84,SPELLUSDT,0.0013933,0.0014673,0.0015853,0.0015839,2022-08-19 09:16:00
850,1660905120000,0.00150940,0.0015357,0.00150350,0.0015322,21701941.0,33051.90364820,325,SPELLUSDT,0.0015068,0.0016,0.0017179,0.0017765,2022-08-19 10:32:00
851,1662060000000,0.00129790,0.001311,0.00129550,0.0013109,34994098.0,45617.82569590,276,SPELLUSDT,0.0012966,0.001318,0.0013719,0.0014263,2022-09-01 19:20:00
852,1656117120000,0.30500000,0.317,0.30400000,0.317,204484.87,63405.32000000,142,JOEUSDT,0.305,0.32,0.34,0.344,2022-06-25 00:32:00
853,1657754880000,0.28000000,0.296,0.28000000,0.294,150275.09,43254.49627000,219,JOEUSDT,0.278,0.305,0.35,0.324,2022-07-13 23:28:00
854,1655139060000,0.01212000,0.01231,0.01211000,0.01228,1280356.0,15646.31271000,124,ACHUSDT,0.01214,0.01268,0.0143,0.0145,2022-06-13 16:51:00
855,1655160360000,0.01281000,0.013,0.01281000,0.013,899951.0,11638.68686000,39,ACHUSDT,0.01281,0.0132,0.01407,0.01406,2022-06-13 22:46:00
856,1656605100000,0.01222000,0.01241,0.01216000,0.01237,2801480.0,34516.13401000,109,ACHUSDT,0.0122,0.01242,0.01293,0.01372,2022-06-30 16:05:00
857,1658220060000,0.01364000,0.01385,0.01364000,0.01379,1745496.0,24046.74694000,124,ACHUSDT,0.01361,0.01411,0.01594,0.01524,2022-07-19 08:41:00
858,1658254980000,0.01356000,0.01446,0.01356000,0.01438,14119382.0,198800.97866000,538,ACHUSDT,0.01356,0.015,0.01563,0.01824,2022-07-19 18:23:00
859,1658258820000,0.01813000,0.01838,0.01812000,0.01836,2464849.0,44951.75678000,244,ACHUSDT,0.01814,0.0185,0.019,0.0214,2022-07-19 19:27:00
860,1658340720000,0.01983000,0.0204,0.01978000,0.02039,5592342.0,112663.83103000,461,ACHUSDT,0.01977,0.02076,0.02157,0.02206,2022-07-20 18:12:00
861,1658406660000,0.01826000,0.0188,0.01820000,0.01874,3043317.0,56472.44325000,174,ACHUSDT,0.01821,0.0188,0.01922,0.01999,2022-07-21 12:31:00
862,1657794180000,0.60470000,0.6115,0.60400000,0.6109,17678.7,10747.09987000,112,LOKAUSDT,0.604,0.6161,0.6549,0.6546,2022-07-14 10:23:00
863,1658649600000,0.67140000,0.6844,0.67140000,0.6843,105150.0,71501.87143000,189,LOKAUSDT,0.6715,0.6943,0.7276,0.7562,2022-07-24 08:00:00
864,1661763660000,0.53390000,0.5397,0.53250000,0.5397,100265.9,53882.09900000,205,LOKAUSDT,0.5338,0.5467,0.5962,0.6142,2022-08-29 09:01:00
865,1661764500000,0.60810000,0.636,0.60800000,0.6242,442603.5,277602.22135000,1350,LOKAUSDT,0.6086,0.6359,0.65,0.6959,2022-08-29 09:15:00
866,1661766000000,0.66130000,0.69,0.66120000,0.6855,257515.6,174556.40949000,1014,LOKAUSDT,0.6627,0.689,0.7053,0.7373,2022-08-29 09:40:00
867,1662103320000,0.57600000,0.5839,0.57600000,0.5835,93031.9,54068.45244000,220,LOKAUSDT,0.5761,0.592,0.6104,0.6311,2022-09-02 07:22:00
868,1657611900000,0.90500000,0.927,0.90500000,0.925,92846.9,85132.76110000,223,SCRTUSDT,0.904,0.929,1.03,1.019,2022-07-12 07:45:00
869,1658048880000,1.20700000,1.225,1.20300000,1.221,23181.0,28139.72790000,124,SCRTUSDT,1.206,1.228,1.274,1.391,2022-07-17 09:08:00
870,1656895380000,1.96500000,2.013,1.95800000,1.993,68011.38,134861.02309000,875,API3USDT,1.965,2.014,2.41,2.297,2022-07-04 00:43:00
871,1656037320000,0.00000082,8.2e-07,0.00000081,8.2e-07,10854467903.0,8900.51478807,36,BTTCUSDT,8.1e-07,8.2e-07,8.6e-07,8.8e-07,2022-06-24 02:22:00
872,1656409440000,0.00000084,8.5e-07,0.00000084,8.5e-07,773801646.0,650.14433768,3,BTTCUSDT,8.4e-07,8.5e-07,8.7e-07,9.6e-07,2022-06-28 09:44:00
873,1656895920000,0.00000080,8.1e-07,0.00000080,8.1e-07,18643893707.0,15096.31542261,36,BTTCUSDT,8e-07,8.2e-07,8.5e-07,8.7e-07,2022-07-04 00:52:00
874,1658436300000,0.28600000,0.29,0.28000000,0.29,322959.13,92077.95066000,354,ACAUSDT,0.285,0.293,0.306,0.331,2022-07-21 20:45:00
875,1655664180000,0.10756000,0.1094,0.10751000,0.10931,768405.61,83518.54681480,569,ANCUSDT,0.10756,0.11195,0.11993,0.12,2022-06-19 18:43:00
876,1655665380000,0.11490000,0.11734,0.11490000,0.11622,614309.5,71498.80476430,414,ANCUSDT,0.11491,0.11695,0.12313,0.1276,2022-06-19 19:03:00
877,1655666340000,0.12620000,0.12996,0.12616000,0.12958,1730871.48,222394.95115960,1080,ANCUSDT,0.1262,0.13063,0.13723,0.14147,2022-06-19 19:19:00
878,1656618600000,0.80900000,0.823,0.80800000,0.822,18473.32,15051.70141000,88,XNOUSDT,0.808,0.827,0.9,0.983,2022-06-30 19:50:00
879,1660018560000,1.17300000,1.2,1.17300000,1.196,35042.21,41581.18005000,228,XNOUSDT,1.169,1.214,1.27,1.305,2022-08-09 04:16:00
880,1655393040000,0.13670000,0.1395,0.13630000,0.1388,528796.0,73018.66968000,255,WOOUSDT,0.1367,0.1391,0.1419,0.1488,2022-06-16 15:24:00
881,1655789580000,0.17100000,0.1732,0.17100000,0.1729,45582.6,7859.81730000,55,WOOUSDT,0.1707,0.1729,0.1777,0.184,2022-06-21 05:33:00
882,1655234400000,2.36380000,2.388,2.35090000,2.3879,13703.19,32508.17891600,203,ALPINEUSDT,2.3638,2.5004,3.0012,3.1226,2022-06-14 19:20:00
883,1657950300000,2.63500000,2.6729,2.63500000,2.6729,19840.53,52630.33798900,224,ALPINEUSDT,2.635,2.7329,2.8147,3.0357,2022-07-16 05:45:00
884,1660833120000,3.83250000,3.9,3.83000000,3.8983,15161.99,58605.33584700,326,ALPINEUSDT,3.8256,3.9471,4.3194,4.4674,2022-08-18 14:32:00
885,1660833900000,4.34180000,4.4218,4.23240000,4.414,75654.92,326952.45006300,1581,ALPINEUSDT,4.3399,4.4378,4.5514,4.9267,2022-08-18 14:45:00
886,1659631200000,0.03930000,0.0406,0.03930000,0.0406,1312626.6,52200.57430000,134,TUSDT,0.0392,0.0414,0.047,0.0441,2022-08-04 16:40:00
887,1656336660000,0.05110000,0.0529,0.05100000,0.0527,1908856.6,99573.38836000,389,ASTRUSDT,0.051,0.0527,0.0551,0.056,2022-06-27 13:31:00
888,1655537520000,0.00701000,0.00709,0.00701000,0.00709,44061.0,309.10321000,2,NBTUSDT,0.00701,0.00709,0.01021,0.009,2022-06-18 07:32:00
889,1655539440000,0.00806000,0.00825,0.00806000,0.00825,12777.0,104.57508000,4,NBTUSDT,0.00795,0.00784,0.00883,0.00912,2022-06-18 08:04:00
890,1655886180000,0.00923000,0.00949,0.00923000,0.00949,14236.0,132.67676000,5,NBTUSDT,0.0092,0.00949,0.01043,0.01017,2022-06-22 08:23:00
891,1655894580000,0.01160000,0.01295,0.01160000,0.01222,54785.0,671.97157000,12,NBTUSDT,0.01147,0.01222,0.01248,0.01301,2022-06-22 10:43:00
892,1655899680000,0.01373000,0.01479,0.01350000,0.01479,33608.0,460.65260000,8,NBTUSDT,0.01405,0.01413,0.01465,0.015,2022-06-22 12:08:00
893,1655318280000,0.59515000,0.60966,0.59515000,0.60966,673597.9,407246.46301100,1949,GMTUSDT,0.59564,0.60975,0.64156,0.65091,2022-06-15 18:38:00
894,1655670600000,0.68791000,0.6965,0.68743000,0.69582,482840.5,334349.94074600,1321,GMTUSDT,0.68793,0.69894,0.7618,0.74514,2022-06-19 20:30:00
895,1655318280000,3.30000000,3.3779,3.30000000,3.3722,99261.99,332447.18734100,1221,APEUSDT,3.2999,3.3895,3.5492,3.7155,2022-06-15 18:38:00
896,1658314500000,0.35800000,0.3628,0.35790000,0.3626,122607.9,44208.61788000,197,BSWUSDT,0.3582,0.368,0.3761,0.405,2022-07-20 10:55:00
897,1656748560000,3.46000000,3.59,3.46000000,3.57,12554.767,44240.93639000,280,MULTIUSDT,3.46,3.68,4.43,4.01,2022-07-02 07:56:00
898,1659604140000,5.17000000,5.35,5.17000000,5.33,21747.712,114724.15375000,311,MULTIUSDT,5.17,5.47,5.78,6.18,2022-08-04 09:09:00
899,1659606060000,6.09000000,6.22,6.09000000,6.19,13297.306,82113.67853000,327,MULTIUSDT,6.09,6.19,6.52,6.61,2022-08-04 09:41:00
900,1659960240000,5.91000000,6.23,5.91000000,6.2,23653.852,143042.64506000,664,MULTIUSDT,5.91,6.55,6.93,7.26,2022-08-08 12:04:00
901,1661335560000,5.41000000,5.57,5.41000000,5.56,26315.155,144579.14306000,539,MULTIUSDT,5.41,5.89,6.35,6.34,2022-08-24 10:06:00
902,1657344600000,0.24990000,0.2542,0.24990000,0.2541,30501.5,7668.15812000,73,STEEMUSDT,0.2499,0.2565,0.2662,0.4568,2022-07-09 05:30:00
903,1658072040000,1.23900000,1.267,1.23900000,1.26,36177.6,45315.70255000,102,MOBUSDT,1.238,1.299,1.468,1.407,2022-07-17 15:34:00
904,1659462120000,1.35500000,1.377,1.35300000,1.369,22402.69,30604.21129000,146,MOBUSDT,1.353,1.38,1.44,1.526,2022-08-02 17:42:00
905,1656864180000,0.57900000,0.586,0.57700000,0.583,16445.77,9584.41472000,55,NEXOUSDT,0.577,0.583,0.596,0.619,2022-07-03 16:03:00
906,1658209740000,0.66400000,0.707,0.66400000,0.68,166378.88,113621.33718000,727,NEXOUSDT,0.662,0.688,0.729,0.835,2022-07-19 05:49:00
907,1659445800000,0.75300000,0.764,0.75300000,0.762,37488.13,28395.25571000,74,NEXOUSDT,0.752,0.768,0.838,0.86,2022-08-02 13:10:00
908,1655217300000,0.02950000,0.0297,0.02950000,0.0297,104034.1,3072.93724000,23,REIUSDT,0.0294,0.0301,0.031,0.035,2022-06-14 14:35:00
909,1655982840000,0.03300000,0.0338,0.03300000,0.0334,688591.7,23011.73845000,81,REIUSDT,0.033,0.0338,0.0351,0.0368,2022-06-23 11:14:00
910,1655984880000,0.03870000,0.0399,0.03860000,0.0394,1359770.5,53491.39854000,286,REIUSDT,0.0388,0.0397,0.0421,0.0445,2022-06-23 11:48:00
911,1655986440000,0.04450000,0.0457,0.04430000,0.0456,888439.8,40109.91383000,262,REIUSDT,0.0443,0.0455,0.048,0.0489,2022-06-23 12:14:00
912,1655988120000,0.04940000,0.0507,0.04930000,0.0505,2585064.3,128816.29202000,766,REIUSDT,0.0492,0.0506,0.0529,0.0575,2022-06-23 12:42:00
913,1657091280000,0.03560000,0.0371,0.03520000,0.0369,1300223.6,47185.94733000,410,REIUSDT,0.0354,0.0371,0.0379,0.0396,2022-07-06 07:08:00
914,1657112820000,0.03860000,0.039,0.03860000,0.039,1294145.3,50257.12232000,159,REIUSDT,0.0386,0.039,0.0402,0.0428,2022-07-06 13:07:00
915,1657175280000,0.04480000,0.0451,0.04470000,0.0451,104961.9,4714.58198000,36,REIUSDT,0.0446,0.0454,0.0468,0.0492,2022-07-07 06:28:00
916,1657176000000,0.04960000,0.0512,0.04940000,0.0503,2144277.6,108331.72568000,512,REIUSDT,0.0496,0.0515,0.0564,0.0562,2022-07-07 06:40:00
