,Time,Open,High,Low,Close,Volume,QuoteAssetVolume,NumberOfTrades,ID_Coin,Pt-1,Pt+1buyHigh,Pt+5c,Pt+10c,Time_human
582,1658309520000,12.07800000,12.5,12.04500000,12.352,49081.77,602765.62012000,2103,BONDUSDT,12.067,12.45,12.833,13.38,2022-07-20 09:32:00
583,1658484420000,13.01700000,13.5,13.01700000,13.287,30445.04,405163.98631000,687,BONDUSDT,13.017,13.55,14.672,14.643,2022-07-22 10:07:00
584,1658950020000,11.14100000,11.3,11.10000000,11.3,14174.8,158848.04203000,645,BONDUSDT,11.155,11.372,11.68,12.071,2022-07-27 19:27:00
585,1658957100000,10.23000000,10.5,10.20000000,10.395,25904.23,267508.70019000,1059,BONDUSDT,10.23,10.406,10.69,11.268,2022-07-27 21:25:00
586,1659291900000,8.47800000,8.633,8.47700000,8.618,19862.1,170382.94279000,481,BONDUSDT,8.478,8.639,8.948,10.689,2022-07-31 18:25:00
587,1659293220000,10.00600000,10.125,9.97400000,10.105,32466.57,326735.44989000,1212,BONDUSDT,10.002,10.182,10.583,11.05,2022-07-31 18:47:00
588,1659293580000,10.58200000,10.892,10.50000000,10.757,76652.1,821414.90536000,2661,BONDUSDT,10.583,10.821,11.063,11.498,2022-07-31 18:53:00
589,1655733360000,22.70000000,24.1,22.60000000,23.5,15828.632,370884.01280000,548,MLNUSDT,22.7,25.0,37.6,27.5,2022-06-20 13:56:00
590,1656687120000,2.72000000,2.75,2.71000000,2.75,13690.82,37572.72750000,88,DEXEUSDT,2.72,2.82,2.93,3.04,2022-07-01 14:52:00
591,1657956180000,2.88100000,2.926,2.87900000,2.926,25936.88,75226.79245000,143,DEXEUSDT,2.883,2.936,2.996,3.273,2022-07-16 07:23:00
592,1658033040000,3.49100000,3.55,3.49000000,3.546,12082.84,42634.67347000,182,DEXEUSDT,3.491,3.554,3.769,3.807,2022-07-17 04:44:00
593,1658581740000,3.27400000,3.387,3.27400000,3.349,31724.82,105878.54264000,174,DEXEUSDT,3.265,3.473,3.608,3.857,2022-07-23 13:09:00
594,1661695440000,2.81200000,2.85,2.80400000,2.85,14873.81,42071.74858000,191,DEXEUSDT,2.813,2.85,2.97,3.08,2022-08-28 14:04:00
595,1661699460000,3.40100000,3.461,3.37200000,3.449,13277.95,45231.04518000,276,DEXEUSDT,3.402,3.534,3.697,3.871,2022-08-28 15:11:00
596,1661707500000,3.80000000,3.847,3.79200000,3.847,10970.34,41865.32607000,138,DEXEUSDT,3.799,3.846,3.974,4.154,2022-08-28 17:25:00
597,1662282120000,3.04900000,3.101,3.04200000,3.098,20223.85,62248.45121000,282,DEXEUSDT,3.049,3.195,3.339,3.494,2022-09-04 09:02:00
598,1662561660000,3.17800000,3.249,3.17100000,3.243,60515.53,193522.06758000,539,DEXEUSDT,3.175,3.25,3.317,3.516,2022-09-07 14:41:00
599,1655244240000,0.09400000,0.095,0.09400000,0.095,75503.6,7098.03270000,21,CLVUSDT,0.094,0.095,0.097,0.119,2022-06-14 22:04:00
600,1655274480000,0.10000000,0.101,0.10000000,0.101,111765.6,11221.38370000,68,CLVUSDT,0.1,0.101,0.108,0.11,2022-06-15 06:28:00
601,1655755440000,0.09800000,0.099,0.09700000,0.099,30557.1,3004.65550000,18,CLVUSDT,0.098,0.099,0.101,0.105,2022-06-20 20:04:00
602,1662190980000,0.09507000,0.09653,0.09489000,0.09653,247823.5,23689.24048000,133,CLVUSDT,0.09528,0.09822,0.10457,0.10512,2022-09-03 07:43:00
603,1662271860000,0.09988000,0.10124,0.09977000,0.10077,340505.0,34144.01447400,188,CLVUSDT,0.09963,0.1023,0.10966,0.10973,2022-09-04 06:11:00
604,1659622980000,1.86000000,1.904,1.86000000,1.897,195162.93,366982.25923000,690,FLOWUSDT,1.86,1.896,2.102,2.239,2022-08-04 14:23:00
605,1657140600000,0.03880000,0.0394,0.03880000,0.0394,545617.0,21309.41300000,53,TVKUSDT,0.0387,0.0398,0.045,0.0452,2022-07-06 20:50:00
606,1657141500000,0.04180000,0.0463,0.04180000,0.0458,3298626.0,145230.62970000,434,TVKUSDT,0.0419,0.0464,0.0486,0.0546,2022-07-06 21:05:00
607,1657161960000,0.04570000,0.0468,0.04570000,0.0465,242323.0,11208.22890000,62,TVKUSDT,0.0456,0.0467,0.0511,0.0513,2022-07-07 02:46:00
608,1657168800000,0.05370000,0.0546,0.05350000,0.0546,229276.0,12418.02740000,99,TVKUSDT,0.0538,0.0546,0.0569,0.0599,2022-07-07 04:40:00
609,1657172520000,0.06170000,0.0635,0.06170000,0.0632,1267945.0,79571.25350000,281,TVKUSDT,0.0618,0.0634,0.066,0.0686,2022-07-07 05:42:00
610,1657562460000,0.04290000,0.0434,0.04290000,0.0434,346810.0,14980.79580000,47,TVKUSDT,0.0429,0.0436,0.0453,0.0516,2022-07-11 18:01:00
611,1657564920000,0.05200000,0.0528,0.05190000,0.0528,684500.0,35884.80290000,105,TVKUSDT,0.0521,0.0537,0.0553,0.0593,2022-07-11 18:42:00
612,1657648380000,0.04740000,0.048,0.04740000,0.048,416602.0,19920.70000000,61,TVKUSDT,0.0474,0.048,0.0491,0.0521,2022-07-12 17:53:00
613,1657733100000,0.04900000,0.0499,0.04900000,0.0497,728376.0,36045.24190000,85,TVKUSDT,0.049,0.0495,0.0514,0.0528,2022-07-13 17:25:00
614,1658166480000,0.05390000,0.0552,0.05340000,0.0546,2829516.0,153496.67570000,423,TVKUSDT,0.0539,0.0546,0.0568,0.0598,2022-07-18 17:48:00
615,1655318280000,0.61500000,0.624,0.61500000,0.623,52411.2,32414.69440000,157,MINAUSDT,0.613,0.626,0.644,0.67,2022-06-15 18:38:00
616,1661600580000,0.25430000,0.2573,0.25430000,0.2573,70802.7,18089.49781000,123,ALPACAUSDT,0.2542,0.2589,0.2642,0.3178,2022-08-27 11:43:00
617,1661761440000,0.26880000,0.2734,0.26830000,0.2717,107094.9,29005.34617000,266,ALPACAUSDT,0.2684,0.2754,0.29,0.3018,2022-08-29 08:24:00
618,1657191300000,0.02039000,0.02087,0.02023000,0.02083,5108024.0,105668.72973000,332,FORUSDT,0.02018,0.02123,0.02194,0.02333,2022-07-07 10:55:00
619,1657750560000,0.01957000,0.01977,0.01945000,0.01974,381020.0,7483.84509000,35,FORUSDT,0.01945,0.02028,0.02091,0.02186,2022-07-13 22:16:00
620,1656531300000,0.10650000,0.1083,0.10590000,0.1081,129314.0,13876.80690000,122,REQUSDT,0.1067,0.1084,0.1159,0.1232,2022-06-29 19:35:00
621,1656535620000,0.11790000,0.122,0.11770000,0.1198,1004004.0,120580.67500000,409,REQUSDT,0.1176,0.12,0.1291,0.1293,2022-06-29 20:47:00
622,1656567840000,0.13710000,0.1399,0.13710000,0.1396,281706.0,39025.16490000,228,REQUSDT,0.1371,0.1413,0.1442,0.155,2022-06-30 05:44:00
623,1656869460000,0.10850000,0.1109,0.10840000,0.1097,400774.0,43946.62930000,262,REQUSDT,0.1084,0.1114,0.1149,0.1187,2022-07-03 17:31:00
624,1656869940000,0.11350000,0.1162,0.11280000,0.1154,566689.0,64779.09690000,390,REQUSDT,0.1135,0.117,0.1207,0.1305,2022-07-03 17:39:00
625,1656870300000,0.12110000,0.1265,0.12070000,0.1246,1213673.0,150304.76650000,949,REQUSDT,0.1207,0.1253,0.1311,0.1337,2022-07-03 17:45:00
626,1661971500000,0.11000000,0.1114,0.11000000,0.1112,137453.0,15236.37700000,103,REQUSDT,0.1099,0.112,0.1223,0.1234,2022-08-31 18:45:00
627,1659398400000,0.11580000,0.128,0.11570000,0.126,4074087.0,503923.75730000,2145,WAXPUSDT,0.1157,0.1264,0.1303,0.1347,2022-08-02 00:00:00
628,1660938960000,0.15160000,0.1566,0.15140000,0.1566,706275.0,108292.79570000,255,TRIBEUSDT,0.1516,0.1587,0.1637,0.178,2022-08-19 19:56:00
629,1660940160000,0.17580000,0.1787,0.17500000,0.178,253747.0,44909.32390000,263,TRIBEUSDT,0.176,0.1784,0.1841,0.19,2022-08-19 20:16:00
630,1661678760000,0.00003974,4.045e-05,0.00003969,4.024e-05,2152042250.0,86430.12479624,638,XECUSDT,3.97e-05,4.035e-05,4.22e-05,4.296e-05,2022-08-28 09:26:00
631,1661682180000,0.00004844,4.98e-05,0.00004842,4.958e-05,2055072697.0,100897.86155633,439,XECUSDT,4.849e-05,5.029e-05,5.245e-05,5.598e-05,2022-08-28 10:23:00
632,1656179880000,0.15220000,0.1562,0.15220000,0.1553,92725.7,14288.87787000,85,ELFUSDT,0.1522,0.1562,0.1626,0.1671,2022-06-25 17:58:00
633,1656612960000,0.15270000,0.1545,0.15270000,0.154,38113.0,5848.45948000,43,ELFUSDT,0.1524,0.1549,0.1622,0.1681,2022-06-30 18:16:00
634,1656613560000,0.16430000,0.1695,0.16420000,0.1681,203421.6,34091.43847000,269,ELFUSDT,0.1645,0.172,0.1889,0.1891,2022-06-30 18:26:00
635,1656651480000,0.15210000,0.1559,0.15190000,0.1548,493775.0,75954.20965000,382,ELFUSDT,0.1521,0.1553,0.1598,0.1661,2022-07-01 04:58:00
636,1656657060000,0.15400000,0.1562,0.15360000,0.1558,49271.6,7653.74129000,65,ELFUSDT,0.154,0.1558,0.1621,0.1686,2022-07-01 06:31:00
637,1656906420000,0.18240000,0.1889,0.18110000,0.1872,437593.9,80745.24317000,545,ELFUSDT,0.1821,0.1884,0.1994,0.2111,2022-07-04 03:47:00
638,1656920640000,0.18920000,0.1906,0.18790000,0.1906,27854.8,5263.96735000,44,ELFUSDT,0.1887,0.1916,0.2063,0.2105,2022-07-04 07:44:00
639,1657264680000,0.21250000,0.2156,0.21250000,0.2152,95311.3,20426.90749000,148,ELFUSDT,0.2122,0.2165,0.2466,0.2371,2022-07-08 07:18:00
640,1657550220000,0.24400000,0.2513,0.24400000,0.25,292070.8,72730.43418000,324,ELFUSDT,0.2439,0.252,0.263,0.2727,2022-07-11 14:37:00
641,1658319000000,0.22670000,0.2294,0.22640000,0.2291,141813.4,32300.59298000,213,POLYUSDT,0.2265,0.2294,0.2349,0.2448,2022-07-20 12:10:00
642,1656592560000,0.06743000,0.06927,0.06730000,0.06911,1597422.3,109508.01656200,531,IDEXUSDT,0.06742,0.06919,0.07363,0.07399,2022-06-30 12:36:00
643,1656821220000,0.18720000,0.194,0.18720000,0.1938,160921.6,30669.32288000,108,VIDTUSDT,0.187,0.1939,0.2085,0.2264,2022-07-03 04:07:00
644,1656822900000,0.24150000,0.248,0.24030000,0.2446,131956.8,32184.28889000,204,VIDTUSDT,0.2414,0.245,0.2517,0.2714,2022-07-03 04:35:00
645,1657111920000,0.20880000,0.2117,0.20880000,0.211,100648.5,21148.45048000,86,VIDTUSDT,0.2088,0.2215,0.2287,0.2577,2022-07-06 12:52:00
646,1657113300000,0.27000000,0.292,0.27000000,0.2815,825248.1,229937.52823000,1052,VIDTUSDT,0.27,0.285,0.2908,0.3094,2022-07-06 13:15:00
647,1657115280000,0.28340000,0.2967,0.28320000,0.2962,321442.5,93027.87136000,304,VIDTUSDT,0.2832,0.2983,0.3102,0.4211,2022-07-06 13:48:00
648,1657122720000,0.37160000,0.38,0.37080000,0.38,99823.0,37643.89738000,205,VIDTUSDT,0.372,0.3834,0.3958,0.4133,2022-07-06 15:52:00
649,1657135740000,0.46120000,0.4659,0.45430000,0.4655,289488.4,133638.36954000,585,VIDTUSDT,0.4608,0.4725,0.4958,0.5307,2022-07-06 19:29:00
650,1657137540000,0.54890000,0.5619,0.54800000,0.56,438538.2,243906.44556000,860,VIDTUSDT,0.5489,0.5748,0.5981,0.6258,2022-07-06 19:59:00
651,1657155240000,0.45680000,0.4645,0.45640000,0.462,231839.9,106861.87104000,436,VIDTUSDT,0.457,0.462,0.4796,0.4921,2022-07-07 00:54:00
652,1657181400000,0.40730000,0.4134,0.40670000,0.4131,68300.8,28081.43294000,131,VIDTUSDT,0.4075,0.414,0.4265,0.4697,2022-07-07 08:10:00
653,1657183620000,0.44090000,0.4494,0.43990000,0.4475,311496.6,138364.11143000,517,VIDTUSDT,0.441,0.4478,0.4587,0.5158,2022-07-07 08:47:00
654,1657215900000,0.38610000,0.392,0.38610000,0.392,295820.6,115412.54004000,168,VIDTUSDT,0.3862,0.3939,0.412,0.4247,2022-07-07 17:45:00
655,1657216560000,0.42420000,0.435,0.42360000,0.4318,261808.3,112597.18154000,373,VIDTUSDT,0.4247,0.433,0.4715,0.4616,2022-07-07 17:56:00
656,1657217220000,0.46200000,0.478,0.46000000,0.4683,649309.7,304997.44761000,1029,VIDTUSDT,0.4616,0.4753,0.5049,0.5909,2022-07-07 18:07:00
657,1657221900000,0.59010000,0.612,0.58950000,0.6006,346567.8,208151.28319000,561,VIDTUSDT,0.59,0.6082,0.6571,0.6653,2022-07-07 19:25:00
658,1657225020000,0.64710000,0.662,0.64570000,0.6585,112273.3,73450.09003000,405,VIDTUSDT,0.6459,0.6585,0.6814,0.7042,2022-07-07 20:17:00
659,1656000240000,0.46720000,0.4749,0.46660000,0.4747,40445.3,19024.73808000,82,YGGUSDT,0.4666,0.4794,0.492,0.513,2022-06-23 16:04:00
660,1656194400000,0.58430000,0.595,0.58390000,0.5924,48101.4,28371.01728000,215,YGGUSDT,0.5811,0.5999,0.6236,0.7316,2022-06-25 22:00:00
661,1658202360000,0.75990000,0.7697,0.75730000,0.7697,46110.7,35163.10572000,149,YGGUSDT,0.7604,0.7799,0.8483,0.8835,2022-07-19 03:46:00
662,1658205960000,0.87390000,0.884,0.87390000,0.8824,51990.3,45749.51854000,279,YGGUSDT,0.8733,0.8855,0.9125,0.9528,2022-07-19 04:46:00
663,1661099940000,0.61220000,0.625,0.61220000,0.6201,80750.7,50000.91155000,184,YGGUSDT,0.6118,0.6268,0.6505,0.6678,2022-08-21 16:39:00
664,1656590400000,0.03570000,0.036,0.03570000,0.036,94362.0,3374.20900000,19,DFUSDT,0.0356,0.0361,0.0371,0.0429,2022-06-30 12:00:00
665,1655669280000,0.35000000,0.353,0.35000000,0.353,53317.4,18784.01020000,85,FIDAUSDT,0.349,0.362,0.43,0.392,2022-06-19 20:08:00
666,1657999680000,0.44080000,0.448,0.44080000,0.4453,80433.8,35782.38305000,132,FIDAUSDT,0.4398,0.45,0.4899,0.5151,2022-07-16 19:28:00
667,1658015640000,0.66890000,0.6875,0.66300000,0.6755,190472.9,128924.05417000,819,FIDAUSDT,0.6677,0.6762,0.6922,0.7422,2022-07-16 23:54:00
668,1658018880000,0.72580000,0.7362,0.72580000,0.7338,32604.7,23805.78493000,117,FIDAUSDT,0.7251,0.74,0.7733,0.7991,2022-07-17 00:48:00
669,1658403480000,0.56240000,0.57,0.56140000,0.5698,51914.5,29391.17746000,156,FIDAUSDT,0.5624,0.575,0.605,0.6566,2022-07-21 11:38:00
670,1659621000000,0.55330000,0.5635,0.55330000,0.5632,90943.4,50811.53006000,191,FIDAUSDT,0.5532,0.5692,0.587,0.6152,2022-08-04 13:50:00
671,1655046720000,0.20280000,0.2115,0.20280000,0.2094,791691.0,165097.87130000,361,FRONTUSDT,0.2026,0.2232,0.2281,0.2458,2022-06-12 15:12:00
672,1655127180000,0.17560000,0.1804,0.17520000,0.18,336281.0,60349.44690000,95,FRONTUSDT,0.1749,0.181,0.1986,0.1984,2022-06-13 13:33:00
673,1657271940000,0.21680000,0.2201,0.21600000,0.2194,250042.0,54617.90790000,145,FRONTUSDT,0.2166,0.2206,0.2487,0.2407,2022-07-08 09:19:00
674,1659205920000,0.29780000,0.3018,0.29780000,0.3009,23029.0,6926.65900000,46,FRONTUSDT,0.2973,0.3061,0.335,0.3349,2022-07-30 18:32:00
675,1656349020000,0.28900000,0.293,0.28700000,0.293,84183.7,24472.57850000,107,CVPUSDT,0.288,0.293,0.3,0.319,2022-06-27 16:57:00
676,1656679560000,0.27900000,0.287,0.27800000,0.283,78093.3,22001.16710000,90,CVPUSDT,0.278,0.283,0.292,0.308,2022-07-01 12:46:00
677,1657735500000,0.33590000,0.353,0.33510000,0.343,201591.8,69198.05863000,235,CVPUSDT,0.3332,0.343,0.4134,0.3708,2022-07-13 18:05:00
678,1658028600000,0.42020000,0.4309,0.42010000,0.4309,544502.5,233065.03387000,471,CVPUSDT,0.4201,0.4388,0.4573,0.5641,2022-07-17 03:30:00
679,1656020280000,0.41200000,0.418,0.41100000,0.418,127801.2,52865.78000000,88,AGLDUSDT,0.411,0.44,0.455,0.496,2022-06-23 21:38:00
680,1656043140000,0.46000000,0.467,0.45800000,0.467,118906.8,55015.20510000,127,AGLDUSDT,0.46,0.476,0.545,0.554,2022-06-24 03:59:00
681,1656043740000,0.54400000,0.557,0.54100000,0.554,124215.8,68020.95450000,248,AGLDUSDT,0.543,0.557,0.628,0.603,2022-06-24 04:09:00
682,1656483420000,1.90600000,1.967,1.90600000,1.928,24277.7,47141.07980000,225,RADUSDT,1.908,1.958,2.081,2.206,2022-06-29 06:17:00
683,1657515180000,2.07500000,2.129,2.07100000,2.111,86072.0,180823.07500000,526,RADUSDT,2.074,2.126,2.193,2.286,2022-07-11 04:53:00
684,1658732820000,1.95800000,1.99,1.95100000,1.981,31977.0,63194.70550000,294,RADUSDT,1.954,2.09,2.29,2.389,2022-07-25 07:07:00
685,1658807580000,2.05000000,2.097,2.03500000,2.08,29632.4,61382.04350000,263,RADUSDT,2.042,2.097,2.144,2.23,2022-07-26 03:53:00
686,1658856360000,2.39000000,2.487,2.38800000,2.482,58147.1,141845.08540000,699,RADUSDT,2.389,2.55,2.739,2.873,2022-07-26 17:26:00
687,1658887740000,3.07700000,3.17,3.05000000,3.164,48683.5,150694.50710000,618,RADUSDT,3.075,3.23,3.717,3.464,2022-07-27 02:09:00
688,1658888700000,3.30400000,3.404,3.28800000,3.36,32311.3,108231.56510000,448,RADUSDT,3.306,3.514,3.975,4.014,2022-07-27 02:25:00
689,1662018660000,2.14000000,2.191,2.14000000,2.19,32364.2,70241.93080000,305,RADUSDT,2.14,2.191,2.242,2.349,2022-09-01 07:51:00
690,1655055780000,0.11249000,0.11578,0.11247000,0.11481,477926.0,54526.85888000,285,BETAUSDT,0.11248,0.11544,0.12455,0.12402,2022-06-12 17:43:00
691,1655111340000,0.09681000,0.09935,0.09668000,0.09935,280998.0,27661.45844000,186,BETAUSDT,0.09677,0.10057,0.10305,0.10687,2022-06-13 09:09:00
692,1657757160000,0.09887000,0.10095,0.09886000,0.10026,632896.0,63443.37769000,256,BETAUSDT,0.0988,0.10449,0.1158,0.115,2022-07-14 00:06:00
693,1657759860000,0.13498000,0.13877,0.13431000,0.1382,1025245.0,140813.51577000,587,BETAUSDT,0.13481,0.13999,0.15199,0.16572,2022-07-14 00:51:00
694,1657760760000,0.15858000,0.165,0.15850000,0.16103,2153270.0,348473.19852000,1374,BETAUSDT,0.15808,0.1646,0.16934,0.18682,2022-07-14 01:06:00
695,1657830660000,0.12521000,0.1265,0.12521000,0.12647,290654.0,36618.25064000,130,BETAUSDT,0.12512,0.12752,0.13221,0.13636,2022-07-14 20:31:00
696,1655987400000,0.17900000,0.182,0.17900000,0.181,115492.8,20784.09720000,42,RAREUSDT,0.178,0.182,0.188,0.202,2022-06-23 12:30:00
697,1655988960000,0.19600000,0.2,0.19500000,0.2,52775.8,10441.63360000,78,RAREUSDT,0.196,0.201,0.239,0.248,2022-06-23 12:56:00
698,1656353760000,0.18800000,0.189,0.18800000,0.188,15403.3,2898.32860000,10,RAREUSDT,0.186,0.188,0.236,0.225,2022-06-27 18:16:00
699,1656429840000,0.23400000,0.239,0.23400000,0.239,25370.7,6006.15570000,59,RAREUSDT,0.235,0.245,0.253,0.263,2022-06-28 15:24:00
700,1656437700000,0.25800000,0.266,0.25600000,0.265,292441.6,76444.82690000,398,RAREUSDT,0.258,0.266,0.273,0.284,2022-06-28 17:35:00
701,1657106940000,0.23400000,0.238,0.23400000,0.237,128817.4,30394.79480000,99,RAREUSDT,0.234,0.239,0.26,0.262,2022-07-06 11:29:00
702,1659101880000,2.50540000,2.5585,2.50540000,2.5366,31535.05,79946.60004100,169,LAZIOUSDT,2.5071,2.6035,2.7138,3.3999,2022-07-29 13:38:00
703,1659105180000,2.94800000,3.0403,2.90360000,2.9731,23153.76,69251.99504900,423,LAZIOUSDT,2.9397,2.995,3.0809,3.302,2022-07-29 14:33:00
704,1660819200000,4.46000000,4.5346,4.42630000,4.5166,26614.42,119372.48585400,328,LAZIOUSDT,4.471,4.5275,4.6682,5.0818,2022-08-18 10:40:00
705,1660896720000,4.81490000,4.881,4.80000000,4.856,16833.57,81117.78968300,224,LAZIOUSDT,4.8,4.9377,5.17,5.2641,2022-08-19 08:12:00
706,1661926920000,6.36090000,6.47,6.33490000,6.4585,29306.09,188286.87085500,606,LAZIOUSDT,6.3595,6.575,6.7318,7.0437,2022-08-31 06:22:00
707,1656658260000,0.27300000,0.276,0.27200000,0.275,79581.4,21898.42240000,71,CHESSUSDT,0.272,0.276,0.287,0.295,2022-07-01 06:51:00
708,1658019240000,0.35400000,0.362,0.35200000,0.36,72305.3,25817.07000000,117,CHESSUSDT,0.353,0.364,0.378,0.389,2022-07-17 00:54:00
709,1658562720000,0.34000000,0.346,0.34000000,0.346,240480.5,82494.93470000,261,CHESSUSDT,0.34,0.348,0.357,0.369,2022-07-23 07:52:00
710,1657119720000,0.16000000,0.162,0.15990000,0.1616,66568.0,10727.96040000,87,ADXUSDT,0.1598,0.1684,0.238,0.2107,2022-07-06 15:02:00
711,1657120440000,0.20870000,0.2168,0.20670000,0.2129,553542.0,117059.92130000,805,ADXUSDT,0.2085,0.23,0.2488,0.2525,2022-07-06 15:14:00
712,1657138560000,0.22220000,0.23,0.22220000,0.2299,432148.0,98245.37010000,544,ADXUSDT,0.2223,0.2378,0.283,0.2708,2022-07-06 20:16:00
713,1657139400000,0.24980000,0.2552,0.24820000,0.2539,451737.0,113835.00550000,533,ADXUSDT,0.25,0.2602,0.2706,0.2903,2022-07-06 20:30:00
714,1657172940000,0.21940000,0.2223,0.21920000,0.2214,128717.0,28403.76280000,122,ADXUSDT,0.2192,0.2236,0.2287,0.238,2022-07-07 05:49:00
715,1655728800000,5.16000000,5.35,5.16000000,5.29,10290.36,54413.73270000,354,AUCTIONUSDT,5.2,5.39,5.62,6.44,2022-06-20 12:40:00
716,1656497280000,6.04000000,6.34,6.04000000,6.21,12901.52,80199.50230000,389,AUCTIONUSDT,6.04,6.63,9.2,7.53,2022-06-29 10:08:00
717,1656517200000,6.52000000,6.79,6.48000000,6.77,15105.5,100089.67930000,212,AUCTIONUSDT,6.52,6.78,6.97,7.27,2022-06-29 15:40:00
718,1659013920000,7.18000000,7.44,7.18000000,7.35,10394.63,76322.45180000,267,AUCTIONUSDT,7.2,7.42,7.98,8.01,2022-07-28 13:12:00
719,1659017100000,7.68000000,8.15,7.64000000,8.03,24951.5,199209.33530000,564,AUCTIONUSDT,7.65,8.11,9.1,12.19,2022-07-28 14:05:00
720,1659075600000,9.05000000,9.3,8.97000000,9.29,10844.57,99308.49740000,283,AUCTIONUSDT,9.04,9.35,10.76,11.44,2022-07-29 06:20:00
721,1659081780000,9.90000000,10.19,9.89000000,10.18,13749.71,137898.02440000,386,AUCTIONUSDT,9.95,10.4,11.53,11.11,2022-07-29 08:03:00
722,1659083040000,10.77000000,11.11,10.76000000,11.05,14610.76,159340.31960000,486,AUCTIONUSDT,10.8,11.13,11.59,13.21,2022-07-29 08:24:00
723,1659532500000,10.60000000,10.79,10.60000000,10.71,13639.86,145910.81200000,457,AUCTIONUSDT,10.59,10.92,11.48,11.64,2022-08-03 13:15:00
724,1659788340000,16.63000000,17.28,16.60000000,17.23,11568.713,195996.10157000,1082,MOVRUSDT,16.63,17.88,19.43,20.27,2022-08-06 12:19:00
725,1655022840000,0.01370000,0.0138,0.01370000,0.0138,778474.0,10678.87270000,33,QIUSDT,0.0136,0.0138,0.0144,0.0149,2022-06-12 08:34:00
726,1655043540000,0.01360000,0.0138,0.01360000,0.0138,328837.0,4504.79860000,23,QIUSDT,0.0136,0.0138,0.0142,0.0147,2022-06-12 14:19:00
727,1655046120000,0.01490000,0.0151,0.01490000,0.015,1984373.0,29759.11900000,98,QIUSDT,0.0148,0.0151,0.016,0.0161,2022-06-12 15:02:00
728,1655052720000,0.01670000,0.0172,0.01670000,0.0171,1893773.0,31965.22420000,152,QIUSDT,0.0167,0.0172,0.0177,0.019,2022-06-12 16:52:00
729,1655078820000,0.01570000,0.0159,0.01560000,0.0159,1301255.0,20509.57010000,90,QIUSDT,0.0157,0.016,0.0166,0.017,2022-06-13 00:07:00
730,1655092740000,0.01860000,0.0189,0.01860000,0.0188,1404622.0,26350.24070000,79,QIUSDT,0.0186,0.019,0.0204,0.0215,2022-06-13 03:59:00
731,1655096160000,0.02120000,0.0215,0.02120000,0.0215,1964441.0,42013.40360000,148,QIUSDT,0.0212,0.0216,0.0225,0.023,2022-06-13 04:56:00
732,1655234700000,1.77120000,1.7904,1.77120000,1.7904,11010.63,19571.39568400,86,PORTOUSDT,1.7714,1.8158,1.8576,1.9444,2022-06-14 19:25:00
733,1659101580000,2.43770000,2.468,2.40030000,2.4629,10808.51,26358.12042800,133,PORTOUSDT,2.4377,2.48,2.7078,3.8163,2022-07-29 13:33:00
734,1659360420000,3.10960000,3.1354,3.08860000,3.1354,13528.67,42032.46830500,112,PORTOUSDT,3.0936,3.1747,3.28,3.4526,2022-08-01 13:27:00
735,1660819560000,5.34750000,5.45,5.32130000,5.4166,27568.13,148937.50930500,433,PORTOUSDT,5.3192,5.4398,5.7559,6.2312,2022-08-18 10:46:00
736,1660872120000,4.84420000,4.9012,4.84380000,4.9012,14252.91,69571.54131500,128,PORTOUSDT,4.8373,4.943,5.0882,5.3002,2022-08-19 01:22:00
737,1660883880000,5.81790000,5.956,5.81360000,5.9539,12692.22,74587.59654000,225,PORTOUSDT,5.8179,5.9582,6.094,6.3697,2022-08-19 04:38:00
738,1660896480000,6.27430000,6.3577,6.26820000,6.3576,21901.15,138234.31959700,375,PORTOUSDT,6.2743,6.4499,6.5867,6.8825,2022-08-19 08:08:00
739,1660917600000,6.06000000,6.2,6.05000000,6.1447,15614.86,95709.16432900,265,PORTOUSDT,6.076,6.17,6.4281,6.6605,2022-08-19 14:00:00
740,1660919400000,6.84010000,6.9802,6.83540000,6.9415,33326.59,230746.45104800,774,PORTOUSDT,6.8542,6.9427,7.1309,7.6046,2022-08-19 14:30:00
741,1656530160000,0.29000000,0.294,0.28800000,0.294,18422.6,5358.46690000,54,VGXUSDT,0.288,0.294,0.306,0.312,2022-06-29 19:16:00
742,1656539100000,0.34500000,0.35,0.34200000,0.35,14895.4,5147.95350000,56,VGXUSDT,0.345,0.352,0.399,0.445,2022-06-29 21:45:00
743,1657090260000,0.19400000,0.202,0.19400000,0.197,167005.9,33148.63160000,265,VGXUSDT,0.194,0.198,0.205,0.21,2022-07-06 06:51:00
744,1657644120000,0.16400000,0.17,0.16200000,0.168,203474.7,33935.82280000,195,VGXUSDT,0.164,0.17,0.19,0.211,2022-07-12 16:42:00
745,1657657260000,0.20600000,0.209,0.20500000,0.209,178569.4,36878.54370000,182,VGXUSDT,0.205,0.211,0.22,0.23,2022-07-12 20:21:00
746,1657661400000,0.24600000,0.252,0.24500000,0.252,488808.3,121837.14500000,345,VGXUSDT,0.246,0.255,0.263,0.276,2022-07-12 21:30:00
747,1657663020000,0.30200000,0.317,0.30200000,0.316,595737.8,185054.19090000,871,VGXUSDT,0.302,0.324,0.333,0.362,2022-07-12 21:57:00
748,1657663980000,0.35800000,0.368,0.35200000,0.363,1062259.0,382497.19510000,1378,VGXUSDT,0.358,0.369,0.4,0.392,2022-07-12 22:13:00
749,1657665480000,0.30300000,0.311,0.30100000,0.308,605964.4,186034.57760000,831,VGXUSDT,0.304,0.311,0.333,0.357,2022-07-12 22:38:00
