,Time,ID_Coin,Time_human,Open,High,Low,Close,NumberOfTrades,Pt+10c,Pt+1buyHigh,Pt+5c,Pt-1,Pt1 +0,Pt1 +1,Pt1 +2,Pt1 +3,Pt1 +4,Pt1 +5,Pt1 +6,Pt1 +7,Pt1 +8,Pt1 +9,Pt1 -1,Pt1 -10,Pt1 -2,Pt1 -3,Pt1 -4,Pt1 -5,Pt1 -6,Pt1 -7,Pt1 -8,Pt1 -9,QAVol1 +0,QAVol1 +1,QAVol1 +2,QAVol1 +3,QAVol1 +4,QAVol1 +5,QAVol1 +6,QAVol1 +7,QAVol1 +8,QAVol1 +9,QAVol1 -1,QAVol1 -10,QAVol1 -2,QAVol1 -3,QAVol1 -4,QAVol1 -5,QAVol1 -6,QAVol1 -7,QAVol1 -8,QAVol1 -9,QuoteAssetVolume,Trades1 +0,Trades1 +1,Trades1 +2,Trades1 +3,Trades1 +4,Trades1 +5,Trades1 +6,Trades1 +7,Trades1 +8,Trades1 +9,Trades1 -1,Trades1 -10,Trades1 -2,Trades1 -3,Trades1 -4,Trades1 -5,Trades1 -6,Trades1 -7,Trades1 -8,Trades1 -9,Volume,Vt1 +0,Vt1 +1,Vt1 +2,Vt1 +3,Vt1 +4,Vt1 +5,Vt1 +6,Vt1 +7,Vt1 +8,Vt1 +9,Vt1 -1,Vt1 -10,Vt1 -2,Vt1 -3,Vt1 -4,Vt1 -5,Vt1 -6,Vt1 -7,Vt1 -8,Vt1 -9,mfi1 +0,mfi1 +1,mfi1 +2,mfi1 +3,mfi1 +4,mfi1 +5,mfi1 +6,mfi1 +7,mfi1 +8,mfi1 +9,mfi1 -1,mfi1 -10,mfi1 -2,mfi1 -3,mfi1 -4,mfi1 -5,mfi1 -6,mfi1 -7,mfi1 -8,mfi1 -9,rsi1 +0,rsi1 +1,rsi1 +2,rsi1 +3,rsi1 +4,rsi1 +5,rsi1 +6,rsi1 +7,rsi1 +8,rsi1 +9,rsi1 -1,rsi1 -10,rsi1 -2,rsi1 -3,rsi1 -4,rsi1 -5,rsi1 -6,rsi1 -7,rsi1 -8,rsi1 -9,vwap1 +0,vwap1 +1,vwap1 +2,vwap1 +3,vwap1 +4,vwap1 +5,vwap1 +6,vwap1 +7,vwap1 +8,vwap1 +9,vwap1 -1,vwap1 -10,vwap1 -2,vwap1 -3,vwap1 -4,vwap1 -5,vwap1 -6,vwap1 -7,vwap1 -8,vwap1 -9
284,1659356160000,WINGUSDT,2022-08-01 12:16:00,15.88,16.19,15.88,16.09,428,17.41,16.25,17.4,15.87,16.22,17.05,17.19,17.04,17.4,17.81,17.99,17.8,17.54,17.41,16.09,15.75,15.87,15.83,15.81,15.82,15.86,15.82,15.89,15.83,113395.62650000,677574.00420000,384078.99220000,251866.17770000,155923.57020000,552908.70740000,451568.23670000,420377.71260000,216308.71360000,223371.24320000,165860.28860000,36194.31380000,22376.36580000,8381.80420000,18990.07160000,30842.23870000,15169.64600000,20895.76380000,26789.49620000,38277.17610000,165860.2886,456,1904,1837,1166,733,2145,1967,1608,958,856,428,144,57,27,84,117,59,102,129,139,10332.69,7020.73,40337.76,22263.38,14784.62,9083.27,31339.74,25211.46,23638.63,12321.13,12837.37,10332.69,2305.96,1412.19,529.82,1201.35,1942.46,957.75,1318.7,1688.22,2427.59,64.82631053647209,88.66322650808515,64.19739273608394,56.690966782733945,51.96021952313634,65.02737161132201,60.538359480453835,59.1468250765869,51.00725229938847,51.26424881976518,79.17877923197757,62.202585592844414,52.46789118451637,46.20746889219747,50.92106541152427,56.89837286377304,49.627399595672536,52.64217867076986,55.91447263031567,63.01862379656624,70.87026281076264,84.18989328575046,85.40236789033685,78.45961175052663,82.19972416880603,85.32492243101996,86.4497153945627,79.52118967821747,71.12116507243744,67.29357034074692,66.80263118777171,53.49459748856226,57.47024851254321,55.35114675560579,54.293795099787246,54.89739083910926,57.26187743803155,55.48137654024861,59.510133279975236,57.02646600934096,16.092442083462515,16.72635320720741,16.96892209524193,17.15350445368171,17.12959460457823,17.543937413369267,17.763022514111107,17.865694452149427,17.71005145937199,17.485230301223574,16.030087169898714,15.659688580075569,15.8481777814395,15.80972714021923,15.823143150084345,15.83663568040475,15.833678680987209,15.84725298090183,15.818113745127528,15.746070637611657
285,1660980480000,WINGUSDT,2022-08-20 07:28:00,11.88,12.2,11.88,12.17,509,14.15,12.9,13.88,11.87,12.84,12.85,13.5,13.74,13.88,14.39,15.17,14.62,14.73,14.15,12.17,11.41,11.87,11.89,11.79,11.64,11.54,11.44,11.43,11.34,341226.81210000,390793.78860000,567714.08780000,372171.50740000,366067.07840000,510717.56930000,789605.26950000,807714.16770000,536990.48370000,565678.31730000,127452.35740000,44121.88070000,142878.32770000,72358.46370000,56281.45920000,85010.85080000,21206.76860000,4115.58000000,7150.89690000,34956.13230000,127452.3574,1510,1647,2266,1463,1338,2329,2911,3618,1960,2237,509,119,409,289,254,302,104,26,36,171,10596.23,27310.91,31036.33,42608.92,27576.97,26652.76,35965.47,53023.89,54135.34,35830.55,39743.88,10596.23,3834.91,12057.93,6120.58,4821.6,7305.12,1847.51,359.89,627.84,3093.11,74.45445698857495,76.49713598105426,81.95752866085778,64.16487526734895,63.565095401942465,69.2991513205578,76.91061929374729,77.17722153567581,60.513077657507374,61.681657054671625,60.50476269337141,52.738179560140644,62.67123627066074,55.6428314910319,53.81662311998001,57.74894284448247,50.16080523858936,47.81799661062239,48.191714341806104,51.6296514646774,87.06831333801384,87.14250930175994,90.82674020233678,91.76502654314598,92.26222446541786,93.74402274523602,95.24410303930941,80.57303195141088,81.19686540309489,68.67467659089638,79.82524844751471,61.12729830201945,73.70071679430912,75.11227788515322,72.6831897427412,68.38531722872747,64.97386044277809,61.073430370953794,60.66671010581469,56.90358507262952,12.469984899062991,12.662553964849065,13.066427560953807,13.442039347699849,13.698466175287985,14.044633382323328,14.660355782983492,14.909585122065545,14.871327560552857,14.575328677525807,11.95559064942892,11.457841323718979,11.839966401720126,11.78339374177114,11.657752137428751,11.592443989687478,11.48525400924164,11.407597487842493,11.349561429204904,11.404579225618095
286,1657185660000,NBSUSDT,2022-07-07 09:21:00,0.00399,0.0041,0.00399,0.00405,196,0.00556,0.00407,0.00427,0.00399,0.00394,0.00402,0.00395,0.00417,0.00427,0.00459,0.00449,0.00433,0.00487,0.00556,0.00405,0.00373,0.00399,0.00399,0.00388,0.0038,0.00373,0.00372,0.00369,0.00374,32726.32096900,75776.40566500,20895.47858500,70663.72077600,52616.43053900,148787.76454300,104310.76623600,53044.61036300,132109.68684700,583954.76141800,31249.96373900,53399.40705300,45359.61650200,108479.76420900,29737.57495300,19060.43562500,11624.57341000,8326.13519600,10306.39745500,12014.67382800,31249.963739,196,289,133,313,324,688,686,398,709,2002,196,307,163,493,150,90,66,77,45,107,7684750.8,8181466.8,19240285.9,5201743.5,17108009.2,12388059.5,33335046.7,22984915.9,12110563.3,28250033.5,104883857.5,7684750.8,14245176.3,11399645.2,27182844.3,7749703.4,5064386.6,3119662.3,2247173.7,2782231.7,3249388.7,51.7481592647489,58.15087872577449,49.20525227776432,55.7909219713471,53.12465840483206,63.35489364293908,56.95426391918229,50.947430433324264,58.453300485447976,78.43459017347574,51.515908665784416,58.13917397904103,53.85539771572607,66.24321762064257,54.0030081093604,51.794670672235746,50.24336719824908,49.58122925638279,49.950286938543954,50.26165089178454,67.91094043604636,71.40876585727715,64.75722717210672,73.20487359725743,76.01871787136082,82.39120048365055,75.62798113407611,66.25654606055915,76.7347987526818,83.69992452260942,80.48234711074737,69.06768837803317,78.46303979608372,78.46303979608372,74.25198781440918,70.33488623944267,66.15088487966284,65.50550886919432,63.57063024228338,69.61377863847798,0.00401228978278982,0.003958950704452965,0.003957803386203274,0.004086355857573745,0.00416986542407712,0.004418308567365006,0.004484693710414503,0.00444640794719984,0.004600980505595497,0.00536701022068578,0.004004853702609539,0.003767283727187683,0.003986060511612831,0.003958201837718619,0.003817683855505932,0.003755544553910637,0.0037196880865498173,0.0037063120468806654,0.0037087205899650685,0.003737761222166237
287,1657196100000,NBSUSDT,2022-07-07 12:15:00,0.00585,0.00593,0.00583,0.00592,186,0.00632,0.00595,0.00613,0.00586,0.00595,0.00598,0.006,0.00608,0.00613,0.00599,0.0061,0.00624,0.00626,0.00632,0.00592,0.0057,0.00586,0.00583,0.00581,0.00577,0.00574,0.00571,0.00569,0.00566,40327.02427200,59317.40911200,52197.40374500,69508.02034200,126449.71065500,84480.72714100,51376.15163900,136410.38031700,98400.33820100,163871.32091600,52518.08115900,24324.92160400,50948.26462400,29225.67418300,21421.03736100,25541.98360900,16860.28960800,16107.46966300,29552.48580000,24246.40852900,52518.081159,165,307,238,334,421,396,217,497,387,504,186,120,250,96,127,107,86,77,164,135,8919480.7,6803589.7,9908830.8,8779192.4,11552980.9,20829372.0,13912421.8,8486208.7,22045028.3,15749685.4,26271037.5,8919480.7,4292929.0,8699737.4,5021694.1,3696009.1,4439077.0,2948470.4,2824491.7,5165808.1,4230974.9,51.20931064682321,56.03496641351003,53.94184536388308,58.20736984177278,68.45922345316026,57.11927159574742,50.310475030504115,62.83685400948236,56.021878286701075,63.42500133314368,54.82431967949769,46.79780236590595,54.42187952590083,48.837542014845944,46.659309187886194,47.65011461939624,45.36831152246257,45.17695287450639,47.96839382905113,46.7385771032873,67.0314010804476,68.80414956099136,69.96369188605388,74.10921770010324,76.3099339276028,60.741438017687955,66.52091447584516,72.14204185511967,72.84351341060497,74.88653675671772,65.19482273724037,48.20404467250229,61.17852075462185,58.980893530827196,57.491242948194454,54.41693740492041,51.999290584422546,49.512805178714416,47.840180915178394,45.316831467050875,0.005910641885739231,0.005959025761787968,0.005970402981234884,0.006006896238419661,0.006063585180556784,0.006057978905337928,0.006045154870651578,0.006159052625796546,0.006216947275212899,0.006256251924214277,0.005873582769260344,0.005683802109602914,0.005842354098185746,0.005816267234585367,0.0057793831385919,0.005744693259633097,0.00572014317167727,0.005713333333333334,0.005708830755270182,0.005698296991945204
288,1657210560000,NBSUSDT,2022-07-07 16:16:00,0.00515,0.00521,0.00511,0.0052,120,0.00573,0.00525,0.00536,0.00513,0.00524,0.00519,0.00542,0.00528,0.00536,0.00543,0.00547,0.00565,0.00557,0.00573,0.0052,0.00513,0.00513,0.00509,0.00515,0.00516,0.0053,0.00529,0.00515,0.00522,22754.93183800,53990.03625700,78318.10008400,56448.70015100,30640.61003300,101138.80623400,56370.51217500,159212.91863900,68365.97453900,97821.10444000,16171.15479300,39025.88116400,26244.40025100,56000.09601500,29518.83366700,39363.45773900,19479.55445200,67309.37361100,12660.09602700,29923.43525300,16171.154793,120,322,353,241,144,489,175,752,406,467,120,161,147,228,125,186,121,326,65,218,3141825.0,4365387.2,10501564.6,14654445.3,10473672.1,5705943.8,18602129.1,10350012.4,28253585.2,12304422.8,17185096.9,3141825.0,7599539.3,5126381.0,10988958.5,5750288.2,7571186.6,3658042.9,12693958.5,2445227.7,5800509.0,49.87615347425292,54.73307317768395,58.066238119677486,54.06583654564546,49.87123861844756,59.36019737787149,52.567102373487984,63.003615364513784,52.10985917204611,54.83475014608801,48.81336074795282,53.99387165709242,50.33086045707534,55.05366356186843,51.27769582224004,52.80383153245753,49.994960173471526,57.55891236580456,49.438778786873016,52.454890456589816,46.835242113803815,44.106234419825086,56.626174120278826,49.37612782520398,53.07346203755452,56.09507818736117,57.768494419285325,64.3528436463834,59.884056497381515,65.10344015831929,44.27389294013631,32.71140535660541,39.540614642954466,36.68715020067966,39.26858121407681,39.700906900264116,46.33209094284759,45.7308746280693,36.48032090455998,39.61552363819165,0.005202407955734445,0.005180951150053504,0.0052623655610555846,0.0053319439638164065,0.005335877708341232,0.005420642329829995,0.0054457165795835875,0.005581740191385687,0.0056107860358756605,0.005640482007262625,0.005144399473517393,0.0051351798987526575,0.005110755799156452,0.005117074186319269,0.005177434001826885,0.005239167022456885,0.005279693932164985,0.005253848354411548,0.005195793369075197,0.005166967723865094
289,1657220220000,NBSUSDT,2022-07-07 18:57:00,0.00561,0.00567,0.00561,0.00567,74,0.00622,0.00573,0.00587,0.00561,0.0057,0.00578,0.0059,0.006,0.00587,0.00612,0.00625,0.00624,0.00609,0.00622,0.00567,0.00566,0.00561,0.00561,0.00559,0.00556,0.00555,0.00559,0.00563,0.0056,36207.15007000,22208.00953200,75189.10001500,111542.77929300,76732.37349600,115276.12202600,284014.59640100,191147.51768900,140346.74194000,108373.69413100,14745.38837600,10671.58879500,2246.70210100,6234.12766300,5835.48224000,5471.72294500,10987.55926000,10072.15068200,5146.23345700,12375.05311100,14745.388376,158,190,341,466,415,580,1011,829,509,444,74,65,32,50,43,43,69,79,52,72,2614936.0,6365445.5,3858041.6,12852529.9,18651640.6,12983676.0,19063247.8,46126777.2,30614901.8,22668225.4,17486083.2,2614936.0,1888031.1,400907.1,1112361.0,1044531.4,986025.7,1977155.2,1799078.2,916135.4,2193455.0,61.99029468283922,54.7268520246955,69.32230837437476,75.18081860640612,62.76432390821462,68.88317077519673,82.54024625545146,65.40876931446434,58.31494856867139,54.43092823660126,53.16982449935508,50.38875687493636,46.44937401302082,48.50570933957353,48.289977037658076,48.11392634365625,50.61669592108915,50.21126081072426,48.12310789855727,51.02969442044613,68.06308512167638,73.37927167542567,79.0205476013752,82.37284843615068,67.31426893168742,76.29064443173195,79.45090905667092,78.5831987935828,66.79849932148785,70.8750329393531,65.67625487860562,71.74925373134326,60.14451156713138,60.14451156713138,58.20870219702502,55.17628556326337,54.14644477643632,59.19824776372538,64.81332985604598,62.32457575056444,0.005685440841238204,0.0057213843236847564,0.005833579236054254,0.005923764214952641,0.005942638857674653,0.00598066438168812,0.006130035135242445,0.006192606287195427,0.006195468487868081,0.006169300645593319,0.005644239540843488,0.005635362912076531,0.0056042164266860576,0.005592033558094968,0.005567050835129598,0.005557781605346246,0.005575880711540057,0.00560345558006928,0.0056233333333333335,0.0056387528076272675
290,1657254840000,NBSUSDT,2022-07-08 04:34:00,0.00569,0.00578,0.00569,0.00578,138,0.00617,0.0058,0.006,0.0057,0.00579,0.00587,0.00599,0.00587,0.006,0.00595,0.00619,0.00616,0.00627,0.00617,0.00578,0.00561,0.0057,0.00572,0.0057,0.00566,0.00556,0.00569,0.00569,0.00566,21251.77534900,59958.54333300,116949.77123600,66807.19515600,52435.93429100,29445.02311500,99769.35334700,102657.51162800,109532.30282100,40751.03854400,54313.85020300,3625.55995800,8856.76403800,10049.06272100,9906.70289900,17401.04920400,25013.21784600,22057.37695500,22135.90334400,42624.10466800,54313.850203,182,266,441,470,218,170,496,436,484,268,138,21,54,81,53,84,132,121,160,222,9437396.1,3678284.1,10248166.5,19667131.8,11129274.0,8763345.4,4947889.5,16420025.9,16714863.0,17592213.7,6578159.6,9437396.1,647435.2,1553338.7,1761202.3,1741379.3,3090842.0,4433253.8,3870623.1,3888058.2,7537805.3,52.542952613079116,62.49118344963285,71.85629195644128,57.95432604909337,54.83965404251311,50.083156825232024,61.32519596621205,61.57673437928067,62.57725385150736,49.48831401926911,66.51888079820966,50.072427984730574,49.30898937844604,49.93479547058481,49.86142736602284,53.566636266432205,57.47155766783542,56.353245509313425,56.38925688024812,67.60364832970528,73.41681651608344,77.61616857129901,82.16687394143871,67.4083570251525,73.05479148313034,68.16341897356205,76.34911131503013,73.79493856316788,76.85269462714425,68.97333573674132,72.82506176386869,81.67875647668424,67.4409837582752,70.69238633237913,69.31887103284926,66.39393761148203,56.84285275891224,86.52916549823155,86.52916549823155,84.96696971679009,0.0057565438183678815,0.00582975063502541,0.0059157427233476724,0.005946386177636352,0.005948810650044409,0.005957594240763827,0.0060737227431647365,0.006113362993620903,0.0061730732070408864,0.006214873154869037,0.005743875628436905,0.0056006416627251265,0.005708437854391706,0.005700056595398094,0.005658018414222876,0.005618395724396103,0.005645284350092747,0.005689992509422961,0.005664676190702494,0.005649378439155209
291,1657262640000,NBSUSDT,2022-07-08 06:44:00,0.00588,0.00599,0.00587,0.00597,138,0.00643,0.00606,0.0065,0.00588,0.00606,0.00608,0.00618,0.00638,0.0065,0.0064,0.00633,0.00657,0.00641,0.00643,0.00597,0.0062,0.00588,0.00587,0.00589,0.00595,0.00594,0.00605,0.00601,0.00614,23594.55417900,23158.31043400,42632.07939600,123417.23339200,224959.06537400,146653.40284000,100799.78136600,84227.23273400,122538.31619300,60644.30008600,28919.33126500,49234.44122500,9997.53571400,8964.12251000,18798.98180300,38347.68879500,34791.79597400,39583.16764000,29454.63001600,57712.47406600,28919.331265,115,137,272,637,1105,861,614,460,695,318,138,167,66,70,126,262,157,211,212,141,4882710.6,3935800.8,3811690.6,6941603.7,19736604.6,34854192.4,22528325.4,15909702.6,13048433.6,18737907.0,9449938.9,4882710.6,7954821.2,1706087.4,1523340.4,3186736.0,6472934.9,5807277.2,6563201.8,4855235.6,9324300.4,50.54298241915371,50.37524418840407,55.904508779863775,70.65349791326148,79.6098353243705,63.168708840669936,56.13242473081821,53.8030984086581,58.09010965643349,49.85239805901122,52.0789908000453,58.28924856427216,46.69856546864975,46.38754840571726,48.85163854726784,54.166358187149385,53.26127686985984,54.60968365942499,52.33086468144483,59.94308454925729,58.436767824071836,59.47665545132909,64.28779985604771,71.56028748468566,74.867337864067,67.79273299404335,63.28465967957303,70.52233092018213,61.77884697738472,62.40628068907718,53.44473075206458,70.69424660927723,47.60074849614945,46.91320631285185,48.084939281915084,51.680768599442175,51.11501206914303,58.05860325931389,56.042312616365344,65.55273329652121,0.005979038232915363,0.006047932848216304,0.006122824177920373,0.006268368396426381,0.006390871953026564,0.006441901321462522,0.006401711051097627,0.006403926778409172,0.0064860700295270865,0.006460983419512262,0.005924344577569381,0.006175936114105618,0.005874717059783776,0.005893531568192819,0.005920102967172515,0.0059457632380524325,0.006007546130859874,0.0060509187682720915,0.0061224255208350955,0.006168943249368263
292,1657263420000,NBSUSDT,2022-07-08 06:57:00,0.00626,0.00644,0.00624,0.00641,315,0.00717,0.00656,0.00684,0.00626,0.00655,0.00643,0.00668,0.00683,0.00684,0.00692,0.0068,0.00715,0.00699,0.00717,0.00641,0.00638,0.00626,0.00638,0.00643,0.00641,0.00657,0.00633,0.0064,0.0065,110409.19338900,49884.85801600,128710.22615100,239704.58178900,246656.58964500,116304.19370000,125850.62423100,318680.24522600,232609.97593200,293986.05419200,54189.34019300,123417.23339200,80449.68668200,32578.01223100,60644.30008600,122538.31619300,84227.23273400,100799.78136600,146653.40284000,224959.06537400,54189.340193,382,328,565,971,1103,526,613,1291,972,1184,315,637,319,188,318,695,460,614,861,1105,8504805.8,17050453.3,7728912.9,19561318.1,35543462.9,35923742.2,16785323.6,18335366.4,45261099.5,33055503.5,40883686.8,8504805.8,19736604.6,12781297.4,5111106.7,9449938.9,18737907.0,13048433.6,15909702.6,22528325.4,34854192.4,54.12409479451506,47.23817250562737,55.231106160802106,63.59247184584373,63.861430183185384,51.1436915658564,51.89538529838593,64.1276014420261,57.072601158321355,60.32716219969436,47.51783518574375,67.07774825190182,50.654229095597174,44.463831721800915,47.72601240592071,56.021515829263095,51.26426121199121,53.617132426303044,60.796390559060114,78.00438633617482,59.484870338551886,54.15250294115387,61.82940383668987,65.55605795437856,65.79581030513152,67.73094391735208,62.05923408632453,69.9604190341785,63.45481891818962,67.15514132850204,54.64680756789919,59.987085665088266,48.53220286336922,53.933864369546335,56.36091871018666,55.61911460657031,63.65749344469514,54.49773581462733,58.490331198202874,64.78653650007284,0.006452293252089681,0.006482110902847336,0.006562296832604072,0.006718469432068581,0.006801781955697795,0.0068488095178875314,0.006866788617156064,0.006987533278559117,0.007031710070447431,0.007084077795038194,0.006317298628994716,0.006268368396426383,0.006315232457330878,0.006406136296443808,0.0064609834195122635,0.006486070029527088,0.006403926778409174,0.006401711051097628,0.006441901321462523,0.006390871953026565
293,1657543860000,NBSUSDT,2022-07-11 12:51:00,0.00461,0.00485,0.00461,0.00484,374,0.00523,0.00485,0.0053,0.00461,0.00476,0.00498,0.00499,0.00519,0.0053,0.00529,0.00532,0.00513,0.00522,0.00523,0.00484,0.00455,0.00461,0.0046,0.00459,0.00459,0.00459,0.00458,0.00457,0.00455,34132.46988900,146199.41630800,134738.88939700,130298.57569300,205898.64406600,96528.75769300,162171.95035400,127134.05474700,102393.14259800,50811.30310300,71037.89473600,100.13321500,3492.60845100,2545.01035900,2945.19367000,0.00000000,739.25988300,707.87067700,5088.27044400,10.01182000,71037.894736,218,470,663,582,944,420,542,508,411,260,374,3,20,15,19,0,9,15,49,1,14948158.6,7153336.4,29550540.8,27057311.3,25549222.1,39177437.4,18265908.9,30101459.8,24394714.1,19566571.5,9766757.3,14948158.6,22007.3,758114.1,553793.8,641286.5,0.0,161299.3,154594.5,1113621.6,2200.4,61.33095134481259,80.57380547826617,76.4003933795637,74.87216404644988,81.93634193734059,56.99732406503941,63.96312313492105,58.49343606737974,54.884592805106195,48.27550786794113,88.42225719706136,48.249703389718015,54.47765118343202,52.67895763723486,53.50846525073745,47.89893773236722,49.2858175378178,49.22717140788716,57.77945014415376,48.06669315369995,75.68716756355496,85.56977070016174,85.85129411376046,90.03752522856144,91.52308952137304,90.2061902511072,90.64124690262646,69.56467629411608,72.79201168710625,73.13291319944183,98.45478423502456,66.66666666666762,92.15383944550948,90.60758356501039,88.50384302892492,88.50384302892492,88.50384302892492,85.99168691112988,82.42562225025445,66.66666666666762,0.004761272358574234,0.0049002866010387945,0.004952599268650458,0.005033136623121416,0.005196844021187283,0.005268479500853872,0.005328156705107952,0.005278726523490244,0.005194084773770432,0.005205553051244564,0.004758782854551269,0.004550000000000002,0.0045991120476775345,0.004591544648784967,0.00459,0.004583333333333334,0.004580070749515607,0.004567885658445749,0.004566633800014698,0.004550000000000005
294,1657544400000,NBSUSDT,2022-07-11 13:00:00,0.00513,0.00528,0.00511,0.00522,411,0.00572,0.00525,0.00543,0.00513,0.00523,0.00535,0.00527,0.00537,0.00543,0.00566,0.0057,0.00567,0.0057,0.00572,0.00522,0.00484,0.00513,0.00532,0.00529,0.0053,0.00519,0.00499,0.00498,0.00476,50811.30310300,102072.38178200,75778.83935300,78503.03729500,251006.45665100,129457.76197800,152165.57688500,151473.73091700,55672.82882300,137615.92446900,102393.14259800,71037.89473600,127134.05474700,162171.95035400,96528.75769300,205898.64406600,130298.57569300,134738.88939700,146199.41630800,34132.46988900,102393.142598,260,366,347,295,906,639,724,613,313,474,411,374,508,542,420,944,582,663,470,218,19566571.5,9766757.3,19315762.4,14394579.5,14752110.1,45634310.0,23207566.7,27013249.6,26484478.1,9854893.8,24108988.5,19566571.5,14948158.6,24394714.1,30101459.8,18265908.9,39177437.4,25549222.1,27057311.3,29550540.8,7153336.4,48.316904907305606,54.34939434304096,51.03406479954311,51.37799482305467,66.47223415240714,53.847957207617384,55.57854814573149,55.43296341292961,46.93941063756681,53.528583700873895,54.99094626923243,92.17260300142311,58.641343297752286,64.18222563058072,57.17217505059572,82.63999881532494,75.67903035211768,77.26367649725768,81.59951994305324,62.35420521158643,73.60584643432632,77.25914663418072,70.27560628351655,73.50012076123376,75.2359572182936,80.5070794989428,81.25438483162027,78.81393367219346,79.47772785149779,79.92921042743282,73.27360557084921,100.0,70.13153417066357,91.1347685852458,90.7276257833063,92.03592819775511,90.66026859031726,86.81522623640222,86.55830132379374,77.66858933276377,0.005205553051244564,0.0052697753782661415,0.005284343046715485,0.00529707555312445,0.005428241629329506,0.005501577404580935,0.0056138137381424175,0.005668053286688162,0.005688530950539996,0.005692694204896595,0.005194084773770432,0.004758782854551269,0.005278726523490244,0.005328156705107952,0.005268479500853872,0.005196844021187283,0.005033136623121416,0.004952599268650458,0.0049002866010387945,0.004761272358574234
295,1658581020000,NBSUSDT,2022-07-23 12:57:00,0.00503,0.00518,0.00503,0.00513,240,0.00571,0.00523,0.00559,0.00503,0.00516,0.00525,0.00542,0.0055,0.00559,0.00565,0.0057,0.00565,0.0056,0.00571,0.00513,0.00495,0.00503,0.00505,0.00503,0.00503,0.00499,0.00499,0.00497,0.00497,101776.05595100,68436.12075400,121936.35950300,167213.99118300,167657.51001700,260232.70686400,190471.43578200,115695.72189800,150335.53720800,104919.97768400,50783.32274200,2712.26356100,10425.46589700,18470.14551600,27262.50858100,15009.94338000,23680.45719100,4962.10690700,2434.98899200,3412.70205300,50783.322742,555,343,668,820,643,1221,840,411,679,482,240,29,38,48,80,53,137,45,26,33,9950964.9,19660248.5,13136924.5,22811825.4,30786073.3,30438194.5,46303229.2,33470542.1,20347245.2,27048231.9,18665465.6,9950964.9,547920.2,2068006.6,3661412.3,5412638.3,2991273.4,4725763.1,996156.1,489955.0,687961.7,84.13826232399441,66.5308960547267,75.57413332396257,80.30269122393653,80.38997279793429,86.6191656298144,68.67944650069492,55.6155839014136,59.542309337831924,53.07291953532056,74.58937341307062,71.33998560054162,53.86614622740188,63.39350042329879,77.37692700787191,68.38444129769886,92.4431649417467,74.31691849343248,63.23143841897104,74.83197344628704,91.08125409665567,93.65125187233718,95.99742320862015,96.62879177204437,97.16968888559587,97.46204152679252,97.67734951537827,89.50050393798868,82.0990858939252,85.03178118268873,89.80369321447364,87.744742567078,81.6818874286968,95.86283635987449,95.06769407164407,95.06769407164407,92.62251124278578,92.62251124278576,90.61712577407668,90.61712577407668,0.005137678022238697,0.005170027525695584,0.005305760865414684,0.005401130040097386,0.005473068171419874,0.005590392796304959,0.0056534493969072255,0.005671625645541916,0.005610068722478725,0.005599942903014281,0.005099568384477268,0.004945767577874473,0.005035463515796804,0.005038654987920536,0.005031694774787635,0.005010542861109961,0.005002604455803338,0.004977838510862343,0.004962773003105115,0.004955566565057713
296,1660234080000,NBSUSDT,2022-08-11 16:08:00,0.00569,0.00578,0.00569,0.00576,108,0.00635,0.00582,0.00602,0.00567,0.0058,0.00579,0.00587,0.0059,0.00602,0.00584,0.00603,0.006,0.00619,0.00635,0.00576,0.00557,0.00567,0.00569,0.00564,0.00564,0.00563,0.00564,0.00558,0.00559,17864.68913700,21283.99321600,28984.18206400,67588.70100100,119107.85720000,74188.98419900,43619.83485900,41232.83588400,104166.47318200,193697.88793700,21462.11580300,7401.92105200,1803.59704000,4099.73963100,51.54001200,2258.12853600,1647.09224600,6210.20123200,1329.24834200,1064.98670000,21462.115803,90,72,80,334,551,342,250,186,549,793,108,18,14,26,3,9,14,52,11,10,3743924.1,3078536.3,3679180.1,4978927.2,11438291.4,19825065.3,12446930.7,7368851.7,6880365.6,16945872.5,30769517.5,3743924.1,1331263.7,317896.0,722021.5,9138.3,400377.4,293145.7,1101857.6,237948.5,190940.3,59.73640083772443,61.82043698711237,66.10885455930367,78.76456230608039,86.20831427037166,64.65542111188859,55.02194686850245,54.20139283870849,66.365314365155,76.1197700480817,63.14589150307318,52.86568984414761,48.48023700042141,50.66131767051347,46.737767572138814,48.69839580198018,48.140249160542076,52.07389008807681,47.83910495747217,47.607097836067716,78.49104169759315,75.8362307564047,81.28868943946894,82.85137948144681,87.38849801079434,61.22247326454646,71.06950126026713,68.12777920817341,75.14479869849333,79.28146482148875,75.2763038357811,40.30612244897984,64.05052150606099,70.67197360594409,61.411202722490884,61.411202722490884,59.18889993255503,62.532896726226944,45.32192637664425,48.79053144100293,0.0057658951081147585,0.005787888920040107,0.005817836905724956,0.005889781686040289,0.005977640645638029,0.005978097838447923,0.005935260057407575,0.00597471431992268,0.006101871227208126,0.0062553263498073336,0.0057378548238345975,0.005565404065088055,0.005675647688398355,0.005676208393386321,0.005639999999999992,0.005632955156552579,0.0056312319354369965,0.005625045370371128,0.0055851826743901845,0.005565842068036433
